Word,Position,Level,Translation
bus,noun,A1,otobüs
bus station,noun,A2,otobüs durağı
bus stop,noun,A2,otobüs durağı
bush,noun,A2,çalı
business,noun,A1,işletme
businessman,noun,A2,işadamı
businesswoman,noun,A2,iş kadını
bust,verb,B1,baskın yapmak
bustle,verb,B2,telaş
bustling,adjective,B2,hareketli
busy,adjective,A1,Meşgul
but,conjunction,A1,Ancak
but,preposition,B1,Ancak
butcher,noun,B1,Kasap
butcher,verb,B2,Kasap
butter,noun,A1,tereyağı
butterfly,noun,A1,kelebek
button,noun,A1,düğme
buy,verb,A1,satın almak
buyer,noun,B1,alıcı
buzz,noun,B2,vızıltı
buzz,verb,B2,vızıltı
by,preposition,A1,ile
bye,noun,A1,Hoşçakal
cab,noun,A2,taksi
cabbage,noun,B1,lahana
cabin,noun,B1,kabin
cabinet,noun,B2,kabine
cable,noun,B2,kablo
cafe/café,noun,A1,kafe/kahve
cafeteria,noun,A2,kafeterya
cage,noun,B1,kafes
cake,noun,A1,kek
calculate,verb,B1,hesaplamak
calculation,noun,B1,hesaplama
calculator,noun,B1,hesap makinesi
calendar,noun,A2,takvim
calf,noun,B1,buzağı
call,noun,A1,Arama
call,verb,A2,Arama
caller,noun,B1,arayan
calm,adjective,B1,sakinlik
calmly,adverb,B2,sakince
calmness,noun,B1,sakinlik
camel,noun,B1,deve
camera,noun,A1,kamera
camp,noun,A1,kamp
camp,verb,A2,kamp
campaign,noun,B2,kampanya
camping,noun,A2,kamp yapmak
campsite,noun,B1,kamp alanı
campus,noun,A2,yerleşke
can,modal auxiliary,A1,olabilmek
can,noun,A2,olabilmek
canal,noun,B1,kanal
cancel,verb,B1,iptal etmek
cancer,noun,B1,kanser
candidate,noun,B2,aday
candle,noun,B1,mum
candy,noun,A1,Şeker
cane,noun,B2,baston
canned,adjective,B1,konserve
cannonball,noun,B2,gülle
canon,noun,B2,kanon
canteen,noun,B1,kantin
cap,noun,A1,kap
capability,noun,B2,kabiliyet
capable,adjective,B1,yetenekli
capacity,noun,B1,kapasite
capital,noun,A2,başkent
capital letter,noun,A2,büyük harf
capsule,noun,B1,kapsül
captain,noun,A2,Kaptan
caption,noun,B2,altyazı
captive,noun,B2,tutsak
capture,noun,B1,esir almak
capture,verb,B1,esir almak
car,noun,A1,araba
car park,noun,A2,otopark
caravan,noun,B2,karavan
carbon,noun,B2,karbon
carbon dioxide,noun,B2,karbon dioksit
carbon footprint,noun,B2,karbon Ayakizi
carbon monoxide,noun,B2,karbonmonoksit
card,noun,A1,kart
cardboard,noun,B2,karton
cardigan,noun,B2,hırka
care,noun,A1,bakım
care,verb,B1,bakım
career,noun,B1,kariyer
carefree,adjective,B2,kaygısız
careful,adjective,A1,dikkatli olmak
carefully,adverb,A1,dikkatlice
careless,adjective,B1,dikkatsiz
carelessly,adverb,B1,dikkatsizce
carelessness,noun,B1,dikkatsizlik
caring,adjective,B2,önemseme
carnival,noun,B2,karnaval
carpet,noun,B1,halı
carpool,noun,B2,araba paylaşımı
carriage,noun,B1,taşıma
carrot,noun,A2,havuç
carry,verb,A1,taşımak
carton,noun,B1,karton
cartoon,noun,A1,karikatür
carve,verb,B2,oymak
cascade,noun,B2,Çağlayan
case,noun,A1,dava
cash,noun,A2,peşin
cashpoint,noun,B1,para puan
cassette,noun,A2,kaset
cast,noun,B2,döküm
cast,verb,B2,döküm
castle,noun,A2,kale
casual,adjective,B1,gündelik
casually,adverb,B2,gelişigüzel
cat,noun,A1,kedi
catalog/catalogue,noun,B2,katalog/katalog
catalyst,noun,B2,katalizör
catastrophe,noun,B2,felaket
catastrophic,adjective,B2,felaket niteliğinde
catch,noun,A1,yakalamak
catch,verb,A1,yakalamak
catchy,adjective,B2,akılda kalıcı
categorization/categorisation,noun,B2,kategorizasyon/kategorizasyon
categorize/categorise,verb,B1,kategorize etmek/sınıflandırmak
category,noun,B1,kategori
catering,noun,B2,yemek servisi
cathedral,noun,B2,katedral
cattle,noun,B1,sığırlar
cause,noun,B2,neden
cause,verb,A2,neden
caution,noun,B1,Dikkat
cautious,adjective,B1,dikkatli
cave,noun,B1,mağara
CD,noun,A1,CD
CD player,noun,A1,CD çalar
CD-ROM,noun,B1,CD-ROM
cease,verb,B2,durdurmak
ceiling,noun,B2,tavan
celebrate,verb,A1,kutlamak
celebration,noun,A1,kutlama
celebrity,noun,B1,ünlü
cell,noun,B1,hücre
cellar,noun,B2,kiler
cellist,noun,B2,çellist
cello,noun,B2,çello
cemetery,noun,B2,mezarlık
cent,noun,A2,sent
center/centre,noun,A2,merkez/merkez
centigrade,noun,B2,santigrat
centimeter/centimetre,noun,A2,santimetre/santimetre
central,adjective,B1,merkezi
central heating,noun,B1,Merkezi ısıtma
century,noun,A2,yüzyıl
cereal,noun,A2,mısır gevreği
ceremony,noun,B1,tören
certain,adjective,A2,kesin
certainly,adverb,A2,kesinlikle
certainty,noun,B1,kesinlik
certificate,noun,B2,sertifika
certification,noun,B2,sertifikasyon
certify,verb,B2,onaylamak
chain,noun,A2,zincir
chair,noun,A1,sandalye
chairman,noun,A2,başkan
challenge,noun,A2,meydan okumak
challenge,verb,B2,meydan okumak
challenging,adjective,B1,zorlu
champagne,noun,A2,Şampanya
champion,noun,B1,şampiyon
championship,noun,A2,şampiyonluk
chance,noun,A2,şans
chancellor,noun,B2,şansölye
change,noun,A1,değiştirmek
change,verb,A1,değiştirmek
channel,noun,B1,kanal
chaos,noun,B1,kaos
chaotic,adjective,B2,kaotik
chapter,noun,A2,bölüm
character,noun,A1,karakter
characteristic,adjective,B2,karakteristik
characteristic,noun,B1,karakteristik
characterize/characterise,verb,B1,karakterize etmek/karakterize etmek
charge,noun,B1,şarj
charge,verb,B1,şarj
chariot,noun,B1,savaş arabası
charity,noun,B1,hayır kurumu
charm,noun,B1,cazibe
charming,adjective,B2,alımlı
chart,noun,A2,çizelge
chase,noun,B1,takip etmek
chase,verb,B2,takip etmek
chat,noun,B1,sohbet
chat,verb,A2,sohbet
chat show,noun,B1,sohbet programı
cheap,adjective,A2,ucuz
cheat,verb,B2,aldatmak
check,noun,A1,kontrol etmek
check,verb,A2,kontrol etmek
check-in counter/check-in,noun,B1,check-in kontuarı/check-in
check-in desk/check-in,noun,B1,check-in masası/check-in
checkout,noun,B1,Çıkış yapmak
checkpoint,noun,B2,kontrol noktası
cheek,noun,A2,yanak
cheeky,adjective,B2,yüzsüz
cheer,verb,A2,tezahürat
cheerful,adjective,B1,neşeli
cheerfully,adverb,B2,neşeyle
cheerfulness,noun,B2,neşe
cheese,noun,A1,peynir
chef,noun,A2,şef
chemical,adjective,A2,kimyasal
chemical,noun,B1,kimyasal
chemist,noun,B1,eczacı
chemistry,noun,B1,kimya
chemotherapy,noun,B2,kemoterapi
cheque,noun,A2,kontrol etmek
cherish,verb,B1,beslemek
cherished,adjective,B2,aziz
cherry,noun,B2,Kiraz
chess,noun,A2,satranç
chest,noun,A2,göğüs
chest of drawers,noun,B1,şifonyer
chew,verb,B2,çiğnemek
chewing gum,noun,B1,sakız
chicken,noun,A1,tavuk
chief,adjective,B1,şef
chief,noun,B2,şef
child,noun,A1,çocuk
childhood,noun,A2,çocukluk
childish,adjective,B2,çocukça
chili/chilli,noun,A2,kırmızı biber/biber
chimney,noun,B2,baca
chimpanzee,noun,A2,şempanze
chin,noun,A2,çene
chip,noun,B2,yonga
chirp,noun,A2,cıvıldamak
chocolate,noun,A1,çikolata
choice,noun,A2,seçenek
choir,noun,B1,koro
choke,verb,B1,boğulmak
choose,verb,A1,seçmek
chop,verb,B2,kesmek
Christian,adjective,B1,Hıristiyan
chronological,adjective,B1,kronolojik
chuckle,noun,B1,kıkırdama
chunk,noun,B2,yığın
church,noun,A1,kilise
cigarette,noun,A2,sigara
cinema,noun,A1,sinema
circle,noun,A1,daire
circle,verb,B1,daire
circuit,noun,B2,devre
circuitry,noun,B2,devre
circular,adjective,B1,dairesel
circumstance,noun,B2,durum
circus,noun,B1,sirk
citizen,noun,A2,vatandaş
citizenship,noun,B1,vatandaşlık
city,noun,A1,şehir
citywide,adjective,B2,Şehir çapında
civil,adjective,B1,sivil
civilization/civilisation,noun,B1,uygarlık/uygarlık
claim,noun,B1,iddia
claim,verb,A2,iddia
clam,noun,B2,deniz tarağı
clap,verb,B2,alkış
clarify,verb,B2,açıklamak
class,noun,A1,sınıf
classic,adjective,A2,klasik
classic,noun,B2,klasik
classical,adjective,B1,klasik
classical music,noun,A2,klasik müzik
classification,noun,B2,sınıflandırma
classify,verb,B1,sınıflandırmak
classmate,noun,A1,sınıf arkadaşı
classroom,noun,A1,sınıf
clause,noun,B2,madde
clean,adjective,A1,temiz
clean,verb,A1,temiz
cleaner,noun,A2,temizleyici
clear,adjective,A2,temizlemek
clear,verb,B1,temizlemek
clearly,adverb,A2,Açıkça
clearness,noun,B2,açıklık
clerical,adjective,B2,bürokrat
clerk,noun,A2,katip
clever,adjective,A1,akıllı
click,noun,B1,tıklamak
click,verb,A2,tıklamak
client,noun,B2,müşteri
cliff,noun,B1,uçurum
climate,noun,B1,iklim
climate change,noun,B2,iklim değişikliği
climb,noun,A1,tırmanmak
climb,verb,A2,tırmanmak
climber,noun,B1,tırmanıcı
climbing,noun,A2,Tırmanmak
clinic,noun,B1,klinik
clip,noun,B1,klips
clock,noun,A1,saat
clog,verb,B2,tıkanıklık
clone,verb,A2,klon
close,adjective,A1,kapalı
close,verb,A1,kapalı
closed,adjective,A1,kapalı
closely,adverb,B1,yakından
closure,noun,B2,kapanış
cloth,noun,A1,kumaş
clothes,noun,A1,kıyafetler
clothing,noun,B2,Giyim
cloud,noun,A1,bulut
cloudy,adjective,A1,bulutlu
clown,noun,A2,palyaço
club,noun,A1,kulüp
clue,noun,A2,ipucu
clumsy,adjective,B2,sakar
coach,noun,A1,koç
coach,verb,B2,koç
coaching,noun,B2,antrenörlük
coal,noun,B1,kömür
coalition,noun,B2,koalisyon
coarse,adjective,B2,kaba
coast,noun,A2,sahil
coast,verb,B1,sahil
coastal,adjective,B1,kıyı
coastline,noun,B2,kıyı şeridi
coat,noun,A1,kaban
cocktail,noun,B2,kokteyl
cocoa,noun,B2,kakao
coconut,noun,B2,Hindistan cevizi
cod,noun,B1,Morina
code,noun,A1,kod
coffee,noun,A1,Kahve
coffin,noun,B1,tabut
coherence,noun,B2,tutarlılık
coherent,adjective,B2,tutarlı
coin,noun,A2,madeni para
coincide,verb,B2,çakışmak
coincidence,noun,B2,tesadüf
coke,noun,A1,kok
cola,noun,A2,Kola
cold,adjective,A1,soğuk
cold,noun,A1,soğuk
collapse,noun,B1,yıkılmak
collapse,verb,B2,yıkılmak
collar,noun,B1,yaka
colleague,noun,B2,iş arkadaşı
collect,verb,A1,TOPLAMAK
collection,noun,A1,Toplamak
collector,noun,B2,kolektör
college,noun,A1,kolej
collocation,noun,B2,sıralama
colon,noun,B2,kolon
colonial,adjective,B2,sömürge
color/colour,noun,A1,renk renk
color/colour,verb,A1,renk renk
colorful/colourful,adjective,A2,renkli/renkli
column,noun,A2,kolon
columnist,noun,B1,köşe yazarı
coma,noun,B2,koma
comb,noun,A2,tarak
comb,verb,B2,tarak
combination,noun,B1,kombinasyon
combine,verb,B1,birleştirmek
come,verb,A1,Gelmek
comedian,noun,B1,komedyen
comedy,noun,B1,komedi
comet,noun,B1,kuyruklu yıldız
comfort,noun,B1,konfor
comfortable,adjective,A2,rahat
comfortably,adverb,B2,rahatça
comic,adjective,A2,komik
comic,noun,A2,komik
comma,noun,B1,virgül
command,noun,B1,emretmek
commander,noun,B2,komutan
commemorate,verb,B2,anmak
comment,noun,B1,Yorum
comment,verb,B2,Yorum
commerce,noun,B2,ticaret
commercial,adjective,B1,reklam
commercial,noun,B2,reklam
commission,noun,B2,komisyon
commit,verb,B1,işlemek
commitment,noun,A2,bağlılık
committee,noun,A2,Kurul
common,adjective,A2,yaygın
common sense,noun,B1,sağduyu
commonly,adverb,B1,yaygın olarak
commonwealth,noun,B2,İngiliz Milletler Topluluğu
communicate,verb,A2,iletişim
communication,noun,A2,iletişim
communicative,adjective,B2,iletişimsel
community,noun,B2,toplum
commute,verb,B2,işe gidip gelmek
companion,noun,B1,Arkadaş
company,noun,A2,şirket
comparative,noun,A2,karşılaştırmalı
compare,verb,A2,karşılaştırmak
comparison,noun,B1,karşılaştırmak
compassion,noun,B2,merhamet
compassionate,adjective,B2,şefkatli
compatible,adjective,B2,uyumlu
compensate,verb,B2,tazmin etmek
compensation,noun,B2,tazminat
compete,verb,B1,rekabet etmek
competence,noun,B2,yeterlilik
competent,adjective,B2,yetkili
competition,noun,A2,yarışma
competitive,adjective,B1,rekabetçi
competitor,noun,B1,yarışmacı
compile,verb,B2,derlemek
complain,verb,A2,şikayet etmek
complaint,noun,A2,şikayet
complement,noun,B1,Tamamlayıcı
complete,adjective,A2,tamamlamak
complete,verb,B1,tamamlamak
completely,adverb,B1,tamamen
completion,noun,B2,tamamlama
complex,adjective,B1,karmaşık
complexion,noun,B2,ten
complexity,noun,B2,karmaşıklık
complicate,verb,B1,karmaşık
complicated,adjective,B1,karmaşık
compliment,noun,B1,iltifat
component,noun,B2,bileşen
compose,verb,B1,beste yapmak
composer,noun,A2,besteci
composition,noun,B1,kompozisyon
compound,noun,B1,birleştirmek
comprehension,noun,B2,anlama
comprehensive,adjective,B2,kapsayıcı
compress,noun,B2,kompres
compression,noun,B2,sıkıştırma
compromise,noun,B1,anlaşmak
compromise,verb,B2,anlaşmak
compulsory,adjective,B2,zorunlu
compute,verb,B2,hesaplama
computer,noun,A1,bilgisayar
conceal,verb,B2,gizlemek
concede,verb,B2,teslim olmak
conceit,noun,B2,kibir
conceivable,adjective,B2,makul
conceive,verb,B2,hamile kalmak
concentrate,verb,A2,yoğunlaşmak
concentration,noun,B1,konsantrasyon
concept,noun,B1,kavram
conception,noun,B2,anlayış
concern,noun,A2,kaygı
concern,verb,B2,kaygı
concerned,adjective,B1,endişeli
concerning,preposition,B2,ilişkin
concert,noun,A1,konser
concession,noun,B2,taviz
conclude,verb,B1,sonuçlandırmak
conclusion,noun,B1,çözüm
concrete,adjective,B2,beton
concrete,noun,B2,beton
condemn,verb,B2,kınamak
condition,noun,A2,durum
conduct,noun,B1,yönetmek
conduct,verb,B2,yönetmek
conductor,noun,B2,kondüktör
cone,noun,B2,koni
conference,noun,B2,konferans
conferencing,noun,B2,konferans
confess,verb,B2,itiraf etmek
confession,noun,B2,itiraf
confidence,noun,B1,kendinden emin
confident,adjective,A2,kendinden emin
confidently,adverb,B2,kendine güvenerek
confine,verb,B2,sınırlamak
confirm,verb,B1,onaylamak
confirmation,noun,B1,Onayla
conflict,noun,B1,anlaşmazlık
confront,verb,B2,karşısına çıkmak
confuse,verb,A2,kafası karışmak
confused,adjective,A2,kafası karışmış
confusing,adjective,B1,kafa karıştırıcı
confusion,noun,B1,"bilinç bulanıklığı, konfüzyon"
congratulate,verb,B1,tebrik etmek
conjunction,noun,B2,bağlaç
connect,verb,B1,bağlamak
connection/connexion,noun,B1,bağlantı/bağlantı
conquer,verb,B1,fethetmek
conquest,noun,B2,fetih
conscience,noun,B2,vicdan
conscious,adjective,B1,bilinçli
consciousness,noun,B2,bilinç
consensus,noun,B2,uzlaşma
consent,noun,B2,onay
consequence,noun,A2,sonuçlar
consequently,adverb,B1,sonuç olarak
conservation,noun,B1,koruma
conservative,adjective,B1,tutucu
consider,verb,A2,dikkate almak
considerable,adjective,B1,hatırı sayılır
considerably,adverb,B2,önemli ölçüde
consideration,noun,B1,düşünce
considering,conjunction,B2,düşünen
considering,preposition,B2,düşünen
consist,verb,A2,meydana gelmek
consistent,adjective,B2,tutarlı
consolation,noun,B2,teselli
console,verb,B2,konsol
consonant,noun,B1,ünsüz
constant,adjective,B2,devamlı
constantly,adverb,B1,sürekli
constitute,verb,B1,oluşturmak
constitution,noun,B1,anayasa
construct,verb,B1,inşa etmek
construction,noun,B1,yapı
consult,verb,B2,danışmak
consultant,noun,B2,danışman
consume,verb,B1,tüketmek
consumer,noun,B1,tüketici
consumption,noun,B1,tüketim
contact,noun,A2,temas etmek
contact,verb,A2,temas etmek
contain,verb,B1,içermek
container,noun,A2,konteyner
contaminate,verb,B2,kirletmek
contemporary,adjective,B2,modern
contempt,noun,B2,küçümseme
content,adjective,B2,içerik
content,noun,B1,içerik
contest,noun,A1,yarışma
context,noun,A2,bağlam
continent,noun,A2,kıta
continual,adjective,B1,sürekli
continually,adverb,B1,sürekli
continue,verb,A2,devam etmek
continuous,adjective,B1,sürekli
continuously,adverb,B1,devamlı olarak
contract,noun,B2,sözleşme
contradict,verb,B2,çelişmek
contradiction,noun,B2,çelişki
contradictory,adjective,B2,çelişkili
contrary,adjective,B1,aksine
contrast,noun,A2,zıtlık
contribute,verb,B1,katkı yapmak
contribution,noun,B1,katkı
control,noun,A2,kontrol
control,verb,B1,kontrol
controversial,adjective,B1,tartışmalı
controversy,noun,B2,tartışma
convenience,noun,A2,kolaylık
convenient,adjective,A2,uygun
conveniently,adverb,B2,rahatlıkla
convention,noun,B2,ortak düşünce
conventional,adjective,B2,geleneksel
conversation,noun,A1,konuşma
converse,noun,B2,sohbet etmek
conversely,adverb,B2,tersine
conversion,noun,B2,dönüştürmek
convert,verb,B2,dönüştürmek
convey,verb,B1,iletmek
convince,verb,B1,ikna etmek
convinced,adjective,B2,ikna edilmiş
cook,noun,A1,aşçı
cook,verb,A1,aşçı
cooker,noun,A2,Ocak
cookie,noun,A1,kurabiye
cooking,noun,A2,yemek pişirmek
cool,adjective,A1,Serin
cool,verb,B2,Serin
cooler,noun,A2,soğutucu
cooperate,verb,B2,işbirliği yapmak
cooperation,noun,B2,işbirliği
cooperative,adjective,B2,kooperatif
cop,noun,A1,polis
cope,verb,B2,başa çıkmak
copper,noun,B2,bakır
copy,noun,A1,kopyala
copy,verb,A2,kopyala
copyright,noun,B1,telif hakkı
coral,noun,B2,mercan
core,noun,B2,çekirdek
corn,noun,A1,Mısır
corner,noun,A1,köşe
cornerstone,noun,B2,köşetaşı
cornet,noun,B2,dondurma külahı
corona,noun,B2,korona
corporal,adjective,B2,onbaşı
corporate,adjective,B2,Kurumsal
corporation,noun,B2,şirket
correct,adjective,A1,doğru
correct,verb,B2,doğru
correction,noun,B1,düzeltme
correctly,adverb,A2,doğru şekilde
correctness,noun,B2,doğruluk
correspond,verb,B2,karşılık
correspondence,noun,B2,yazışma
correspondent,noun,B2,muhabir
corresponding,adjective,B2,karşılık gelen
corridor,noun,B2,koridor
corrupt,adjective,B2,yozlaşmış
corruption,noun,B2,yolsuzluk
cost,noun,A2,maliyet
cost,verb,A2,maliyet
costly,adjective,B2,pahalı
costume,noun,B2,kostüm
cottage,noun,B2,kır evi
cotton,noun,B1,pamuk
couch,noun,A1,kanepe
cough,noun,B2,öksürük
cough,verb,B1,öksürük
could,modal auxiliary,A1,abilir
council,noun,B1,konsey
counseling/counselling,noun,B1,danışmanlık/danışmanlık
count,noun,B1,saymak
count,verb,A2,saymak
counter,noun,B2,tezgah
counter,verb,B1,tezgah
countless,adjective,B1,sayısız
country,noun,A2,ülke
countryman,noun,B2,taşralı
countryside,noun,A2,kırsal kesim
countrywide,adjective,B2,ülke çapında
county,noun,B1,ilçe
couple,noun,A2,çift
courage,noun,B1,cesaret
courageous,adjective,B1,cesur
courgette,noun,B1,kabak
course,noun,A1,kurs
court,noun,A2,mahkeme
courtesy,noun,B2,nezaket
cousin,noun,A1,kuzen
cover,noun,A1,kapak
cover,verb,A2,kapak
cow,noun,A1,inek
coward,noun,B2,korkak
cowardly,adjective,B2,korkakça
coziness/cosiness,noun,B2,rahatlık/rahatlık
cozy/cosy,adjective,B2,rahat/rahat
crab,noun,B2,yengeç
crack,noun,B2,çatırtı
crack,verb,B2,çatırtı
craft,noun,B1,zanaat
craftsman,noun,B2,zanaatkar
crash,noun,B1,kaza
crash,verb,B1,kaza
crater,noun,B2,krater
crawl,verb,B2,sürünmek
crazy,adjective,A2,deli
cream,adjective,A2,krem
cream,noun,A1,krem
crease,noun,B2,kırışık
create,verb,A2,yaratmak
creation,noun,B2,yaratılış
creative,adjective,A2,yaratıcı
creatively,adverb,B2,yaratıcı bir şekilde
creativity,noun,A2,yaratıcılık
creator,noun,B1,yaratıcı
creature,noun,A2,yaratık
credit,noun,A2,kredi
credit card,noun,A1,kredi kartı
creek,noun,B2,dere
creepy,adjective,B2,ürpertici
crew,noun,B2,mürettebat
cricket,noun,A2,kriket
crime,noun,A2,suç
criminal,adjective,B2,adli
criminal,noun,B1,adli
cripple,noun,B2,sakat
crisis,noun,B1,kriz
crisp,noun,A2,gevrek
critic,noun,B1,eleştirmen
critical,adjective,B1,kritik
critically,adverb,B2,eleştirel olarak
criticism,noun,B2,eleştiri
criticize/criticise,verb,A2,eleştirmek/eleştirmek
crocodile,noun,B2,timsah
crop,noun,B1,mahsul
cross,noun,A2,geçmek
cross,verb,A2,geçmek
crossing,noun,B1,geçit
crossly,adverb,B2,çapraz
crossroads,noun,B1,kavşak
crow,noun,B1,karga
crowd,noun,A2,kalabalık
crowded,adjective,A2,kalabalık
crown,noun,A2,taç
crucial,adjective,B2,hayati
cruel,adjective,B1,acımasız
cruelly,adverb,B2,acımasızca
cruelty,noun,B2,zulüm
cruise,noun,A2,dolaşmak
cruise,verb,B2,dolaşmak
crush,noun,B1,ezmek
cry,noun,A1,ağlamak
cry,verb,A2,ağlamak
crystallize/crystallise,verb,B2,kristalleşmek/kristalleşmek
cube,noun,B2,küp
cubism,noun,B2,kübizm
